date,ref_name,ref,commit_sha,label,time,rss,vms
2023-07-28T09-07-46,main,refs/heads/main,1a1660e39a38ddb900d533c76ed2ae06666a1d41,Truth Tracking KF,1.913118,446472192,619331584
2023-07-28T09-07-46,main,refs/heads/main,1a1660e39a38ddb900d533c76ed2ae06666a1d41,Vertexing,38.300949,859803648,1060999168
2023-07-28T10-50-58,main,refs/heads/main,75b6eb2d9802bac0add908266865fb3f92edf45f,CKF Tracking,45.306237,611082240,788058112
2023-07-28T10-50-58,main,refs/heads/main,75b6eb2d9802bac0add908266865fb3f92edf45f,Simulation,7.669867,594038784,818774016
2023-07-28T10-50-58,main,refs/heads/main,75b6eb2d9802bac0add908266865fb3f92edf45f,Truth Tracking GSF,23.601881,496316416,703836160
2023-07-28T10-50-58,main,refs/heads/main,75b6eb2d9802bac0add908266865fb3f92edf45f,Truth Tracking KF,0.101058,22982656,152616960
2023-07-28T10-50-58,main,refs/heads/main,75b6eb2d9802bac0add908266865fb3f92edf45f,Vertexing,43.102945,856317952,1058492416
2023-07-28T13-05-51,main,refs/heads/main,a2d0eb55d99e4ae4ef0d194bab90af189f506e63,CKF Tracking,10.002646,596156416,773648384
2023-07-28T13-05-51,main,refs/heads/main,a2d0eb55d99e4ae4ef0d194bab90af189f506e63,Simulation,8.18054,584884224,879468544
2023-07-28T13-05-51,main,refs/heads/main,a2d0eb55d99e4ae4ef0d194bab90af189f506e63,Truth Tracking GSF,28.029361,520830976,718200832
2023-07-28T13-05-51,main,refs/heads/main,a2d0eb55d99e4ae4ef0d194bab90af189f506e63,Truth Tracking KF,2.120994,442736640,614412288
2023-07-28T13-05-51,main,refs/heads/main,a2d0eb55d99e4ae4ef0d194bab90af189f506e63,Vertexing,2.427326,446861312,613212160
2023-07-28T16-01-08,main,refs/heads/main,4bc20bfb8e7eaf0611de3335cf6f7f41ec5e93ef,CKF Tracking,18.374619,614318080,776957952
2023-07-28T16-01-08,main,refs/heads/main,4bc20bfb8e7eaf0611de3335cf6f7f41ec5e93ef,Simulation,7.465229,590221312,817934336
2023-07-28T16-01-08,main,refs/heads/main,4bc20bfb8e7eaf0611de3335cf6f7f41ec5e93ef,Truth Tracking GSF,23.775384,515457024,718209024
2023-07-28T16-01-08,main,refs/heads/main,4bc20bfb8e7eaf0611de3335cf6f7f41ec5e93ef,Truth Tracking KF,2.319931,446115840,613044224
2023-07-28T16-01-08,main,refs/heads/main,4bc20bfb8e7eaf0611de3335cf6f7f41ec5e93ef,Vertexing,1.917138,446275584,613212160
2023-07-30T08-15-51,main,refs/heads/main,d85d3fd22fba61e455d3ec7f257872f024b9a3d0,CKF Tracking,11.167524,603664384,781500416
2023-07-30T08-15-51,main,refs/heads/main,d85d3fd22fba61e455d3ec7f257872f024b9a3d0,Simulation,2.727241,446894080,613425152
2023-07-30T08-15-51,main,refs/heads/main,d85d3fd22fba61e455d3ec7f257872f024b9a3d0,Truth Tracking GSF,31.014319,518692864,718184448
2023-07-30T08-15-51,main,refs/heads/main,d85d3fd22fba61e455d3ec7f257872f024b9a3d0,Truth Tracking KF,0.000331,1454080,10145792
2023-07-30T08-15-51,main,refs/heads/main,d85d3fd22fba61e455d3ec7f257872f024b9a3d0,Vertexing,0.505951,232660992,387231744
